run,method,scenario,seed,status,error,path,n_train,originals_retained,fitted_vectors_or_images,train_seconds,training_cpu_core_percent,epochs,model_mb,batch1_median_ms,batch1_p95_ms,rss_peak_mb,vram_peak_mb,fit_cpu_core_percent,fit_gpu_global_percent,evaluation,n,accuracy,macro_f1,balanced_accuracy,mcc,kappa,top2_accuracy,nll,brier,ece,auroc_macro,multiclass_gmean,score_argmax_agreement
few20__polygarbor__seed42,polygarbor,few20,42,complete,,runs/2026-09-12/few20__polygarbor__seed42,160,160,160,1.1075044040335342,100.22533508285629,0,0.038254,9.31442657019943,10.163798002758995,401.424384,0.0,,,test_clean,500,0.566,0.5446889401894105,0.5704171392589065,0.5207599968883537,0.5028887432935797,0.752,1.2328319560375216,0.5561007955295303,0.04967170206262651,0.9185979944831448,0.0,1.0
few20__polygarbor__seed43,polygarbor,few20,43,complete,,runs/2026-09-12/few20__polygarbor__seed43,160,160,160,1.0696919551119208,100.96364610753766,0,0.038163,8.2479955162853,11.07026015524752,401.1008,0.0,,,train,160,1.0,1.0,1.0,1.0,1.0,1.0,0.01395140894296638,0.0006453395783850406,0.013712809828602346,1.0,1.0,1.0
few20__polygarbor__seed43,polygarbor,few20,43,complete,,runs/2026-09-12/few20__polygarbor__seed43,160,160,160,1.0696919551119208,100.96364610753766,0,0.038163,8.2479955162853,11.07026015524752,401.1008,0.0,,,val_clean,500,0.636,0.6098960672943154,0.6300734118292372,0.6012269774761423,0.5836478850685151,0.83,0.9877271395135083,0.47649444176270184,0.046526065715471895,0.9344892926963032,0.5363893034650762,1.0
few20__polygarbor__seed43,polygarbor,few20,43,complete,,runs/2026-09-12/few20__polygarbor__seed43,160,160,160,1.0696919551119208,100.96364610753766,0,0.038163,8.2479955162853,11.07026015524752,401.1008,0.0,,,test_clean,500,0.612,0.5935290733089535,0.6169249864226566,0.568622072157674,0.5553314385257174,0.808,1.0917892341383804,0.5127941288946045,0.07808819008624787,0.9160342354486286,0.5093590162654879,1.0
few20__polygarbor_aug__seed42,polygarbor_aug,few20,42,complete,,runs/2026-09-12/few20__polygarbor_aug__seed42,160,160,640,2.8736726770875975,105.78797036414639,0,0.149655,10.867103526834399,11.337636463576928,412.991488,0.0,,,train,160,1.0,1.0,1.0,1.0,1.0,1.0,0.19111979369489424,0.06087283558012517,0.1607394481469476,1.0,1.0,1.0
few20__polygarbor_aug__seed42,polygarbor_aug,few20,42,complete,,runs/2026-09-12/few20__polygarbor_aug__seed42,160,160,640,2.8736726770875975,105.78797036414639,0,0.149655,10.867103526834399,11.337636463576928,412.991488,0.0,,,val_clean,500,0.596,0.5892046873062682,0.6038102970889079,0.5530173047792815,0.5386421461819211,0.826,1.0083837103230269,0.5023201358022866,0.04183385369617232,0.9451331894178419,0.5292237070537839,1.0
few20__polygarbor_aug__seed42,polygarbor_aug,few20,42,complete,,runs/2026-09-12/few20__polygarbor_aug__seed42,160,160,640,2.8736726770875975,105.78797036414639,0,0.149655,10.867103526834399,11.337636463576928,412.991488,0.0,,,test_clean,500,0.618,0.6011408081505517,0.6227589882250191,0.573733528208169,0.5627769842141889,0.802,0.9960004334506042,0.49463461732065894,0.07224861804405307,0.9362606936895455,0.5110188890366274,1.0
few20__polygarbor_aug__seed43,polygarbor_aug,few20,43,complete,,runs/2026-09-12/few20__polygarbor_aug__seed43,160,160,640,2.8629866869887337,106.88139116771386,0,0.14927,11.494218022562563,11.85930019710213,408.469504,0.0,109.1,42.0,train,160,1.0,1.0,1.0,1.0,1.0,1.0,0.13864752696173122,0.03687495310003062,0.12121779754346008,1.0,1.0,1.0
few20__polygarbor_aug__seed43,polygarbor_aug,few20,43,complete,,runs/2026-09-12/few20__polygarbor_aug__seed43,160,160,640,2.8629866869887337,106.88139116771386,0,0.14927,11.494218022562563,11.85930019710213,408.469504,0.0,109.1,42.0,val_clean,500,0.686,0.6558771315376586,0.6794700947042207,0.6561553947920924,0.640827606401962,0.834,0.8959094236109215,0.4408352897405457,0.06163377937614517,0.9456074664511052,0.5871942529133312,1.0
few20__polygarbor_aug__seed43,polygarbor_aug,few20,43,complete,,runs/2026-09-12/few20__polygarbor_aug__seed43,160,160,640,2.8629866869887337,106.88139116771386,0,0.14927,11.494218022562563,11.85930019710213,408.469504,0.0,109.1,42.0,test_clean,500,0.652,0.641363560830302,0.6598445267930411,0.6154605080886226,0.6018525298381783,0.828,0.9795633970855736,0.472826438931721,0.05960925350560531,0.9328464219876864,0.5866540432095898,1.0
few20__polygarbor_p3__seed42,polygarbor_p3,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p3__seed42,160,160,1440,1.2349130939692259,153.85698064736434,0,0.334598,25.496374524664134,26.794134301599115,411.762688,0.0,383.6,33.0,train,160,0.88125,0.8717489318223205,0.8812500000000001,0.8717905067776553,0.8642857142857143,1.0,0.5914706452973911,0.28754265135648016,0.288429207805146,0.9999107142857143,0.8417343831631081,0.96875
few20__polygarbor_p3__seed42,polygarbor_p3,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p3__seed42,160,160,1440,1.2349130939692259,153.85698064736434,0,0.334598,25.496374524664134,26.794134301599115,411.762688,0.0,383.6,33.0,val_clean,500,0.542,0.4878436893245909,0.5734101553816875,0.5086455729762277,0.4818652849740933,0.762,1.2647740318308747,0.6339344923916826,0.12037292181835337,0.9348189294964176,0.3494965413502407,0.794
few20__polygarbor_p3__seed42,polygarbor_p3,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p3__seed42,160,160,1440,1.2349130939692259,153.85698064736434,0,0.334598,25.496374524664134,26.794134301599115,411.762688,0.0,383.6,33.0,test_clean,500,0.552,0.49057739183253957,0.5525055861384305,0.5113280179394425,0.4868340870457679,0.788,1.2321923442272493,0.603095126809575,0.1262878077488182,0.9365104385167835,0.3508299971716343,0.814
few20__polygarbor_p3__seed43,polygarbor_p3,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p3__seed43,160,160,1440,1.2858810140751302,159.42377075024027,0,0.333834,26.28797694342211,27.761697000823915,411.529216,0.0,359.4,0.0,train,160,0.83125,0.7903072405570033,0.83125,0.8230598300562012,0.8071428571428572,1.0,0.5231070336282871,0.25499245653953034,0.1921481905429331,1.0,0.0,0.9875
few20__polygarbor_p3__seed43,polygarbor_p3,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p3__seed43,160,160,1440,1.2858810140751302,159.42377075024027,0,0.333834,26.28797694342211,27.761697000823915,411.529216,0.0,359.4,0.0,val_clean,500,0.52,0.45606272442056994,0.5520497156023172,0.4803505484998294,0.4560438066054414,0.816,1.1468468514205088,0.5817645215382667,0.09609328227941448,0.9469554311330262,0.0,0.848
few20__polygarbor_p3__seed43,polygarbor_p3,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p3__seed43,160,160,1440,1.2858810140751302,159.42377075024027,0,0.333834,26.28797694342211,27.761697000823915,411.529216,0.0,359.4,0.0,test_clean,500,0.516,0.433097724505225,0.5154065589179573,0.4697258481794797,0.44642187228357844,0.8,1.214587133619021,0.5939147540169957,0.092206810794003,0.9326822644378007,0.0,0.854
few20__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p3_aug__seed42,160,160,2800,4.351577838067897,131.21677268526685,0,0.649283,28.23461004300043,35.48419557628222,435.79392,0.0,329.15,42.0,train,160,0.79375,0.7743530549495057,0.79375,0.7751232332078688,0.7642857142857142,0.95,0.9511320850488623,0.48254079273029066,0.3657695629083116,0.9901785714285714,0.7371753180125196,0.9375
few20__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p3_aug__seed42,160,160,2800,4.351577838067897,131.21677268526685,0,0.649283,28.23461004300043,35.48419557628222,435.79392,0.0,329.15,42.0,val_clean,500,0.542,0.48683103972332703,0.5727395134751947,0.5060130097965457,0.48138653235559214,0.762,1.2956384505879819,0.6541993557348653,0.18265573965567217,0.9294039186739702,0.34081532595063135,0.774
few20__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p3_aug__seed42,160,160,2800,4.351577838067897,131.21677268526685,0,0.649283,28.23461004300043,35.48419557628222,435.79392,0.0,329.15,42.0,test_clean,500,0.582,0.5176985700817796,0.5831764259725134,0.5438713893856101,0.5214566036699013,0.774,1.2901791321637142,0.6366611148224255,0.21801087612988662,0.9302773299099689,0.363797608119934,0.816
few20__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p3_aug__seed43,160,160,2800,4.2116658058948815,129.1650442061636,0,0.647893,35.877038491889834,41.74163042916916,438.734848,0.0,253.70000000000002,37.5,train,160,0.8125,0.7797257757829921,0.8125,0.8019535789350813,0.7857142857142857,0.975,0.8337286844717179,0.4195309790596745,0.3344414452731581,0.995,0.6348872932676419,0.94375
few20__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p3_aug__seed43,160,160,2800,4.2116658058948815,129.1650442061636,0,0.647893,35.877038491889834,41.74163042916916,438.734848,0.0,253.70000000000002,37.5,val_clean,500,0.56,0.5027484498653432,0.5849957467675115,0.5189992597528184,0.4999545413219383,0.818,1.1514525327532643,0.5744414432874464,0.14554036141590587,0.9480425131784864,0.3431501928512746,0.866
few20__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p3_aug__seed43,160,160,2800,4.2116658058948815,129.1650442061636,0,0.647893,35.877038491889834,41.74163042916916,438.734848,0.0,253.70000000000002,37.5,test_clean,500,0.556,0.48840480370875433,0.5594360774541475,0.5120553127252211,0.492889024930672,0.802,1.222737919739049,0.5970444262500189,0.14279648460978153,0.9332067594334803,0.316190603064654,0.858
few20__polygarbor_p5__seed42,polygarbor_p5,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p5__seed42,160,160,2800,1.9819399340776727,179.1174363541975,0,0.648195,37.459761020727456,40.71844115387648,439.775232,0.0,358.35,35.0,train,160,0.7625,0.7097295803980941,0.7625,0.7473580460269265,0.7285714285714286,0.89375,1.0265538240385899,0.5007804623285681,0.34675507569904546,0.9874107142857143,0.0,0.8875
few20__polygarbor_p5__seed42,polygarbor_p5,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p5__seed42,160,160,2800,1.9819399340776727,179.1174363541975,0,0.648195,37.459761020727456,40.71844115387648,439.775232,0.0,358.35,35.0,val_clean,500,0.548,0.4681553034680072,0.58174753301014,0.5127857749208428,0.4876468481212962,0.746,1.4095698686523177,0.6812046269868774,0.220125266103521,0.9190807622512156,0.0,0.748
few20__polygarbor_p5__seed42,polygarbor_p5,few20,42,complete,,runs/2026-09-12/few20__polygarbor_p5__seed42,160,160,2800,1.9819399340776727,179.1174363541975,0,0.648195,37.459761020727456,40.71844115387648,439.775232,0.0,358.35,35.0,test_clean,500,0.546,0.44333028929962504,0.5437155776704231,0.5025525704931979,0.4805515764229912,0.754,1.4075560054118759,0.6638679794139876,0.2059472922684907,0.9200492184681277,0.0,0.784
few20__polygarbor_p5__seed43,polygarbor_p5,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p5__seed43,160,160,2800,1.8972014599712566,176.0487787127574,0,0.646993,36.35349549585953,39.98372968635521,438.505472,0.0,404.35,37.0,train,160,0.825,0.7840263131382406,0.825,0.8161929941609841,0.8,0.98125,0.923850439853549,0.46428898362407534,0.3902812789019833,0.9915178571428571,0.0,0.95625
few20__polygarbor_p5__seed43,polygarbor_p5,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p5__seed43,160,160,2800,1.8972014599712566,176.0487787127574,0,0.646993,36.35349549585953,39.98372968635521,438.505472,0.0,404.35,37.0,val_clean,500,0.572,0.5292166968645766,0.6003165923180211,0.5346388454571276,0.5142104785253792,0.824,1.2625498869593716,0.6363067221844957,0.2435745023328493,0.9297230186694903,0.0,0.804
few20__polygarbor_p5__seed43,polygarbor_p5,few20,43,complete,,runs/2026-09-12/few20__polygarbor_p5__seed43,160,160,2800,1.8972014599712566,176.0487787127574,0,0.646993,36.35349549585953,39.98372968635521,438.505472,0.0,404.35,37.0,test_clean,500,0.572,0.5078920786901171,0.5695400917272038,0.5322232759159434,0.5102414463897471,0.816,1.3194255602781662,0.6450533172862117,0.2432382919832046,0.9200327290830131,0.0,0.776
few20__resnet18__seed42,resnet18,few20,42,complete,,runs/2026-09-12/few20__resnet18__seed42,160,160,160,28.972702835919335,108.30884566660514,21,45.011183,3.9835125207901,5.892340029822662,2429.136896,3649.04448,109.13666666666668,73.30833333333334,train,160,0.29375,0.20413744740532958,0.29375,0.24115555162544988,0.19285714285714284,0.46875,2.9130263053914645,0.9599805131609502,0.15808292144825625,0.7177678571428572,0.0,1.0
few20__resnet18__seed42,resnet18,few20,42,complete,,runs/2026-09-12/few20__resnet18__seed42,160,160,160,28.972702835919335,108.30884566660514,21,45.011183,3.9835125207901,5.892340029822662,2429.136896,3649.04448,109.13666666666668,73.30833333333334,val_clean,500,0.314,0.21285772946574189,0.30527359271184085,0.2577588390753042,0.21537588756313597,0.476,2.828702832734915,0.9475498165567939,0.13739486891876518,0.7181595423539462,0.0,1.0
few20__resnet18__seed42,resnet18,few20,42,complete,,runs/2026-09-12/few20__resnet18__seed42,160,160,160,28.972702835919335,108.30884566660514,21,45.011183,3.9835125207901,5.892340029822662,2429.136896,3649.04448,109.13666666666668,73.30833333333334,test_clean,500,0.28,0.19968030919412438,0.2852545283086011,0.21079463928172013,0.17507630544174668,0.47,2.982820920464013,0.9641447428722321,0.1747856872825866,0.7117026282510455,0.0,1.0
few20__resnet18__seed43,resnet18,few20,43,complete,,runs/2026-09-12/few20__resnet18__seed43,160,160,160,31.87336913892068,107.39373001582577,32,45.011183,3.930121543817222,6.496774178231134,2420.215808,3802.136576,107.93161764705881,70.02941176470588,train,160,0.28125,0.2069615122034477,0.28125,0.2312758555563365,0.1785714285714286,0.5625,2.670549255692946,1.0972169810220682,0.49989483393995254,0.7884821428571428,0.0,1.0
few20__resnet18__seed43,resnet18,few20,43,complete,,runs/2026-09-12/few20__resnet18__seed43,160,160,160,31.87336913892068,107.39373001582577,32,45.011183,3.930121543817222,6.496774178231134,2420.215808,3802.136576,107.93161764705881,70.02941176470588,val_clean,500,0.31,0.22788530142696808,0.3071440714069195,0.2911637729671089,0.2146167785173786,0.554,2.8299792667811543,1.127415745218591,0.5076165403885401,0.7830488519845688,0.0,1.0
few20__resnet18__seed43,resnet18,few20,43,complete,,runs/2026-09-12/few20__resnet18__seed43,160,160,160,31.87336913892068,107.39373001582577,32,45.011183,3.930121543817222,6.496774178231134,2420.215808,3802.136576,107.93161764705881,70.02941176470588,test_clean,500,0.294,0.21859972997360794,0.2972325273121953,0.2492370087363747,0.18868479599904386,0.52,2.8251378903666824,1.1289321361046296,0.5029792271631696,0.7752876581464572,0.0,1.0
few20__yolo11n__seed42,yolo11n,few20,42,complete,,runs/2026-09-12/few20__yolo11n__seed42,160,160,160,28.761626098072156,297.5492404643153,16,3.203112,3.948874946217984,5.661837256047873,2637.651968,660.60288,326.15080645161294,57.46774193548387,train,160,0.95625,0.9557132159667461,0.95625,0.9502970142326752,0.95,0.99375,0.11716948598950658,0.0644248358994213,0.04125726365888511,0.9990625,0.9544166192042358,1.0
few20__yolo11n__seed42,yolo11n,few20,42,complete,,runs/2026-09-12/few20__yolo11n__seed42,160,160,160,28.761626098072156,297.5492404643153,16,3.203112,3.948874946217984,5.661837256047873,2637.651968,660.60288,326.15080645161294,57.46774193548387,val_clean,500,0.838,0.837892545138334,0.8371784954058307,0.8150398039197316,0.8143326059450241,0.926,0.5605683199204706,0.2596878366833797,0.08137703692856718,0.9787638279551509,0.8276226822967002,1.0
few20__yolo11n__seed42,yolo11n,few20,42,complete,,runs/2026-09-12/few20__yolo11n__seed42,160,160,160,28.761626098072156,297.5492404643153,16,3.203112,3.948874946217984,5.661837256047873,2637.651968,660.60288,326.15080645161294,57.46774193548387,test_clean,500,0.82,0.8213111796717623,0.8238351088725018,0.7948115609275824,0.7941605639085707,0.936,0.5900971222035095,0.2641188841459747,0.09155703045826198,0.9766574512705999,0.8105158396262249,1.0
few20__yolo11n__seed43,yolo11n,few20,43,complete,,runs/2026-09-12/few20__yolo11n__seed43,160,160,160,43.991935512050986,317.9901006212355,28,3.204008,3.990285040345043,5.2050049824174485,2640.031744,801.112064,338.3597989949749,55.5929648241206,train,160,0.99375,0.9937460913070669,0.99375,0.9929014698050791,0.9928571428571429,1.0,0.02332026569121272,0.012887324422105755,0.013953291118402444,1.0,0.993608849045455,1.0
few20__yolo11n__seed43,yolo11n,few20,43,complete,,runs/2026-09-12/few20__yolo11n__seed43,160,160,160,43.991935512050986,317.9901006212355,28,3.204008,3.990285040345043,5.2050049824174485,2640.031744,801.112064,338.3597989949749,55.5929648241206,val_clean,500,0.864,0.8667717175249829,0.8652801061929429,0.8446960276248177,0.8441846503549382,0.966,0.45354632606138623,0.20869692802326587,0.06721229393113576,0.9860975903199016,0.8606887202152625,1.0
few20__yolo11n__seed43,yolo11n,few20,43,complete,,runs/2026-09-12/few20__yolo11n__seed43,160,160,160,43.991935512050986,317.9901006212355,28,3.204008,3.990285040345043,5.2050049824174485,2640.031744,801.112064,338.3597989949749,55.5929648241206,test_clean,500,0.86,0.8646602710766181,0.8647551604241585,0.8409150139666456,0.8399612248910593,0.952,0.5197014403096321,0.22119464460766916,0.06961406880960491,0.9826216711419299,0.8588882694443082,1.0
few2__polygarbor__seed42,polygarbor,few2,42,complete,,runs/2026-09-12/few2__polygarbor__seed42,16,16,16,0.15289942605886608,98.10370376553945,0,0.004825,4.6192415175028145,4.734153329627588,379.20768,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0001695616011896226,5.3237292342238556e-08,0.0001695430600339165,1.0,1.0,1.0
few2__polygarbor__seed42,polygarbor,few2,42,complete,,runs/2026-09-12/few2__polygarbor__seed42,16,16,16,0.15289942605886608,98.10370376553945,0,0.004825,4.6192415175028145,4.734153329627588,379.20768,0.0,,,val_clean,500,0.272,0.18754183019626997,0.27307172916274103,0.17901907625430719,0.16745956232159853,0.49,2.2683599933088443,0.8888427563635554,0.248421964724948,0.8034154186256569,0.0,1.0
few2__polygarbor__seed42,polygarbor,few2,42,complete,,runs/2026-09-12/few2__polygarbor__seed42,16,16,16,0.15289942605886608,98.10370376553945,0,0.004825,4.6192415175028145,4.734153329627588,379.20768,0.0,,,test_clean,500,0.316,0.23326414622582825,0.31647851606173255,0.22912254483222444,0.21664559397504257,0.524,2.3283010706418947,0.8803860872624985,0.2164948641009935,0.7839946817407764,0.0,1.0
few2__polygarbor__seed43,polygarbor,few2,43,complete,,runs/2026-09-12/few2__polygarbor__seed43,16,16,16,0.20778428902849555,96.25366813588685,0,0.004822,4.948151996359229,5.405956442700699,379.199488,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,6.0228524220857295e-05,1.0266799112060274e-08,6.022535034611032e-05,1.0,1.0,1.0
few2__polygarbor__seed43,polygarbor,few2,43,complete,,runs/2026-09-12/few2__polygarbor__seed43,16,16,16,0.20778428902849555,96.25366813588685,0,0.004822,4.948151996359229,5.405956442700699,379.199488,0.0,,,val_clean,500,0.26,0.19084309960528778,0.2539696996399779,0.2125826190283386,0.14717854393413465,0.55,2.23197964853081,0.9367613540363179,0.35206947335207467,0.8098794561911538,0.0,1.0
few2__polygarbor__seed43,polygarbor,few2,43,complete,,runs/2026-09-12/few2__polygarbor__seed43,16,16,16,0.20778428902849555,96.25366813588685,0,0.004822,4.948151996359229,5.405956442700699,379.199488,0.0,,,test_clean,500,0.264,0.19572835796516197,0.27965162917042047,0.24273964494486835,0.1645022431298473,0.538,2.264410798012882,0.927272621041412,0.35451205934024993,0.8215646063216002,0.0,1.0
few2__polygarbor_aug__seed42,polygarbor_aug,few2,42,complete,,runs/2026-09-12/few2__polygarbor_aug__seed42,16,16,64,0.35267590009607375,102.07672253815213,0,0.015947,4.939121019560844,5.030807887669653,382.144512,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0019672145714077797,8.914958094762098e-06,0.001964217641006183,1.0,1.0,1.0
few2__polygarbor_aug__seed42,polygarbor_aug,few2,42,complete,,runs/2026-09-12/few2__polygarbor_aug__seed42,16,16,64,0.35267590009607375,102.07672253815213,0,0.015947,4.939121019560844,5.030807887669653,382.144512,0.0,,,val_clean,500,0.47,0.4189072183971964,0.4651310170556454,0.4220402613057738,0.3922743159072771,0.658,1.6031959139303753,0.6431252356536294,0.15477067366299485,0.8713459843001824,0.2560832945221813,1.0
few2__polygarbor_aug__seed42,polygarbor_aug,few2,42,complete,,runs/2026-09-12/few2__polygarbor_aug__seed42,16,16,64,0.35267590009607375,102.07672253815213,0,0.015947,4.939121019560844,5.030807887669653,382.144512,0.0,,,test_clean,500,0.48,0.44011831623620246,0.49586305653562374,0.42961015143512554,0.40678816861818146,0.666,1.7548980766157543,0.6453401662495746,0.1390307803024991,0.8532687890879862,0.0,1.0
few2__polygarbor_aug__seed43,polygarbor_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_aug__seed43,16,16,64,0.3658387379255146,98.40401321122432,0,0.015941,5.013163492549211,5.365997180342674,381.927424,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0009440368756982348,3.6289222264120676e-06,0.0009429655016353067,1.0,1.0,1.0
few2__polygarbor_aug__seed43,polygarbor_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_aug__seed43,16,16,64,0.3658387379255146,98.40401321122432,0,0.015941,5.013163492549211,5.365997180342674,381.927424,0.0,,,val_clean,500,0.436,0.38622896745838486,0.43389822859613036,0.43826197945025147,0.35133643097023515,0.59,2.4731095349253636,0.8218786501938604,0.32485627093633435,0.8432844056937605,0.0,1.0
few2__polygarbor_aug__seed43,polygarbor_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_aug__seed43,16,16,64,0.3658387379255146,98.40401321122432,0,0.015941,5.013163492549211,5.365997180342674,381.927424,0.0,,,test_clean,500,0.426,0.39219920329034363,0.44260103516469673,0.4346083316602406,0.34702383931781056,0.582,2.536783798282685,0.830199023494035,0.3187448509486814,0.8354464122675425,0.0,1.0
few2__polygarbor_p3__seed42,polygarbor_p3,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p3__seed42,16,16,144,0.1742129469057545,103.32182722181722,0,0.034493,8.190805034246296,8.370038191787899,382.181376,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,0.008096093899231015,0.00022594929395696416,0.008025099229030275,1.0,1.0,1.0
few2__polygarbor_p3__seed42,polygarbor_p3,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p3__seed42,16,16,144,0.1742129469057545,103.32182722181722,0,0.034493,8.190805034246296,8.370038191787899,382.181376,0.0,,,val_clean,500,0.396,0.30826420684934197,0.4147248238421989,0.34823994852158,0.315018780279799,0.574,2.3241960670173887,0.8651046146355984,0.23887632399510436,0.8529896158261885,0.0,0.838
few2__polygarbor_p3__seed42,polygarbor_p3,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p3__seed42,16,16,144,0.1742129469057545,103.32182722181722,0,0.034493,8.190805034246296,8.370038191787899,382.181376,0.0,,,test_clean,500,0.41,0.3135382029406664,0.4233637278676922,0.3622517767493992,0.3271353758005948,0.57,2.5153304470752897,0.8705722950677236,0.2490336078861336,0.8401907425160644,0.0,0.87
few2__polygarbor_p3__seed43,polygarbor_p3,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3__seed43,16,16,144,0.1727705339435488,98.39640829931439,0,0.034388,8.165880048181862,8.379526360658929,382.291968,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,0.047208917375590326,0.021904752033004085,0.040133838062262665,1.0,1.0,1.0
few2__polygarbor_p3__seed43,polygarbor_p3,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3__seed43,16,16,144,0.1727705339435488,98.39640829931439,0,0.034388,8.165880048181862,8.379526360658929,382.291968,0.0,,,val_clean,500,0.334,0.29419925785806844,0.3458098402066359,0.24985946024909106,0.23711689751707898,0.518,2.921503531712231,1.0371938975692352,0.3118129604060694,0.8147983290884749,0.0,0.77
few2__polygarbor_p3__seed43,polygarbor_p3,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3__seed43,16,16,144,0.1727705339435488,98.39640829931439,0,0.034388,8.165880048181862,8.379526360658929,382.291968,0.0,,,test_clean,500,0.348,0.2942280915093921,0.35627827920542576,0.2716735269698675,0.2580116533139112,0.506,2.8882334490454644,0.9957804358414392,0.24396790668968257,0.8134421950007343,0.0,0.746
few2__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed42,16,16,576,0.4895852410700172,130.72289487347342,0,0.134487,12.669868941884488,13.16063022823073,384.282624,0.0,,,train,16,1.0,1.0,1.0,1.0,1.0,1.0,0.06960442374312298,0.012558205541172481,0.06509281936374955,1.0,1.0,1.0
few2__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed42,16,16,576,0.4895852410700172,130.72289487347342,0,0.134487,12.669868941884488,13.16063022823073,384.282624,0.0,,,val_clean,500,0.48,0.39906821058229713,0.4873322066274155,0.43483192622440137,0.40749923658555487,0.624,1.7681442203993247,0.683297371695769,0.12749315288879629,0.8797814199504834,0.0,0.848
few2__polygarbor_p3_aug__seed42,polygarbor_p3_aug,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed42,16,16,576,0.4895852410700172,130.72289487347342,0,0.134487,12.669868941884488,13.16063022823073,384.282624,0.0,,,test_clean,500,0.494,0.4254011090201352,0.5117233030392079,0.4525146803254018,0.42307253779672993,0.626,1.9678859298528908,0.7090759552514048,0.13052504907285142,0.8593993425053479,0.0,0.82
few2__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed43,16,16,576,0.5022207860602066,135.3986172763628,0,0.134123,12.803722464013845,13.452590769156814,383.963136,0.0,,,train,16,0.9375,0.9333333333333333,0.9375,0.9327448043344279,0.9285714285714286,1.0,0.12563024224316643,0.06299995129142004,0.09499436640978956,1.0,0.9170040432046712,1.0
few2__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed43,16,16,576,0.5022207860602066,135.3986172763628,0,0.134123,12.803722464013845,13.452590769156814,383.963136,0.0,,,val_clean,500,0.334,0.28666945804273986,0.354483315782298,0.2581786004211246,0.2382268299713135,0.574,2.0391201727185635,0.8952044528468732,0.2858506706393201,0.8250495819889542,0.0,0.822
few2__polygarbor_p3_aug__seed43,polygarbor_p3_aug,few2,43,complete,,runs/2026-09-12/few2__polygarbor_p3_aug__seed43,16,16,576,0.5022207860602066,135.3986172763628,0,0.134123,12.803722464013845,13.452590769156814,383.963136,0.0,,,test_clean,500,0.354,0.3016624263915586,0.35955981892987443,0.28722965311707754,0.26524112829845314,0.554,2.0665865513682915,0.8811144301705822,0.222809912580688,0.8116537850363885,0.0,0.814
few2__polygarbor_p5__seed42,polygarbor_p5,few2,42,complete,,runs/2026-09-12/few2__polygarbor_p5__seed42,16,16,400,0.24621974397450686,158.39509606523663,0,0.093572,16.59741048933938,16.998061496997252,381.120512,0.0,112.9,32.0,train,16,0.9375,0.9333333333333333,0.9375,0.9327448043344279,0.9285714285714286,1.0,0.14125568983563289,0.07882754885250909,0.04875413467221413,1.0,0.9170040432046712,1.0
